pdf_file,causal_sentence
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"feelings of anger mediated this relation, and reports of supportive parenting buffered the negative effects of discrimination on drug willingness."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"young adulthood is an important time to examine discrimination among blacks, as they are more likely to experience racial discrimination following high school (greene, way, & pahl, 2006)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"this is also a time when the ""racial crossover effect"" becomes evident, as rates of drug use and abuse, which tend to be lower among black adolescents, begin to exceed those of whites in young adulthood (e.g., watt, 2008)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"in addition, clinic admissions, drug-related mortality, and other negative consequences of use increase for blacks during this time (french, finkbiner, & duhamel, 2002; vega & gil, 1998)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,discrimination was associated with higher levels of use cognitions among participants with low levels of ri.
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"therefore, it is important to understand individual difference factors that are malleable and may buffer the negative impact of discrimination on health cognitions."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"ri and discrimination ethnic/racial identity refers to an aspect of self-concept and social identity that derives from individuals' knowledge of their ethnic or racial group membership and the significance and meaning they attach to that group membership (phinney, 1992; tajfel, 1981)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"self identification as a group member, a sense of belonging, pride in one's group, and involvement in the activities of the group are all key aspects of ri (phinney, 1990)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"because of their unique minority status, ri is a central aspect of self-concept for young african americans and may have important implications for their health, especially in the context of racial discrimination (e.g., greene et al., 2006; d. r. williams, spencer, & jackson, 1999)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"for example, discrimination is positively related to physical health problems for blacks with low levels of ri, but as the level of ri increases, this adverse relation decreases (d. r. williams et al., 1999)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"according to the rejection identification model (branscombe, schmitt, & harvey, 1999), perceived discrimination represents rejection by the majority group and is associated with ri enhancement, which, in turn, buffers the negative effects of discrimination on psychological well-being."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"for example, black university students with higher ri are less likely to drink alcohol and use marijuana than those with lower ri (pugh & bry, 2007)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"in addition, ri is associated with more negative substance related attitudes, greater perceived parental anger if their child uses substances, and less reported substance use (holley, kulis, marsiglia, & keith, 2006)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"consistent with these findings, culturally based prevention programs that include enhancement of ri are effective at preventing or delaying substance use."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"an example is the strong african american families program (saaf), which includes the promotion of ri among black adolescents and has been found to delay the initiation of substance use (brody et al., 2004; gerrard et al., 2006)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"using a cross-sectional design, chae and colleagues (2008) found that among asian americans reporting high levels of discrimination experiences, the probability of current smoking was lower if they also reported high ri."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,we also examined whether ri affirmation is protective against substance use vulnerability after black young adults are socially excluded by whites (study 2).
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"the majority of studies examining substance use cognitions have employed only explicit measures of intentions or expectations to use, which can be susceptible to self presentation (stacy, 1997)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"a central tenet of the model is a belief that not all health behaviors are planned or intentional, especially when those behaviors involve health risk among adolescents and young adults (cf."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"previous research has demonstrated that discrimination experiences are associated with higher levels of willingness and that willingness is a strong predictor of future substance use behavior (e.g., gibbons et al., 2004; gibbons et al., 2010)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"this study found that willingness to use drugs was significantly increased when participants envisioned a racial discrimination (vs. non discrimination scenario, but only if they were substance users."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"we predicted an interaction such that when imagining a discriminatory experience (compared to a nonstress or non discriminatory stress experience), individuals with lower ri would have higher levels of risk cognitions."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"in the discrimination condition, participants imagined that their boss and coworkers had discriminated against them because of their race."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"the main effect for ri was marginal (β = -.24, p < .06), as participants with higher levels of ri tended to report lower willingness."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"the anticipated d-sc × ri interaction was significant (β = -.34, p < .01; see figure 1).3 simple slopes revealed that among participants in the discrimination condition, lower ri (mean ri levels +1/-1 sd) was associated with higher levels of willingness (β = -.43, p < .04)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,by providing evidence that ri can serve as a buffer against the negative impact of discrimination on drug use vulnerability among drug users.
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,black young adult users who envisioned themselves in a racial discrimination scenario were more likely to report willingness to use drugs and higher levels of substance use cognitions on a more indirect (spontaneous) measure than those who did not imagine a discrimination experience.
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"importantly, these findings were moderated by ri, such that those with lower ri were more likely to think about drug use when faced with discrimination."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"thus, our findings indicate that individual differences in ri can help explain within-group variability among black young adults in reactions to discrimination."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"however, although discrimination was manipulated, participants did not face a discriminatory experience, and ri was not manipulated."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"research employing cyberball has revealed that social exclusion is associated with lower levels of perceived belonging (k. d. williams & carter-sowell, 2009), especially when participants are excluded by members of an out-group (k. d. williams et al., 2000)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"blacks attributed their exclusion (by blacks and whites) to racism, and this attribution impeded psychological recovery time, particularly when the other players were white."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"previous research, using a different exclusion paradigm, found that when black students were rejected by a white confederate, this rejection was attributed to prejudicial attitudes when the confederate knew they were black (crocker, voelkl, testa, & major, 1991)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"ri affirmation ri tends to be relatively stable for young adults, but its salience can be influenced by the social situation (yip, 2007)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"self affirmation has been shown to decrease negative reactions to psychological threats to the self (or one's social/racial group) and protect self-worth (sherman & cohen, 2006)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"for example, it has been shown to reduce the negative effects of stereotype threat on the math performance of female college students (steele, spencer, & aronson, 2002)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"one prominent aspect of the self for minorities that is connected to positive feelings of self-worth is racial group membership (phinney, cantu, & kurtz, 1997)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"given that self affirmation is associated with more positive feelings about the self in situations involving threat (see sherman & cohen, 2006, for a review), we reasoned that these effects should generalize to ri affirmation in situations that include self-threats based on race."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"therefore, study 2 examined whether self affirmation involving ri can mitigate the negative effects of discrimination on substance use vulnerability."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,we hypothesized that social exclusion of blacks by whites would be attributed to racial discrimination and associated with greater substance use vulnerability among those who do not affirm their ri.
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"because of previous research findings that manipulated discrimination predicts risk cognitions only among substance users (gibbons et al., 2010), study 2 focused on the 155 young adults (91 females) who had used substances."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"for the excluded participants, significant use and affirmation condition main effects (βs = .39, -.27, ps ≤ .01) revealed that higher levels of use and not engaging in the ri affirmation writing task were associated with higher levels of willingness."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"simple slopes revealed that among the high users (+1 sd), ri affirmation was associated with lower willingness (β = -.45, p = .02)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"because being excluded was associated with perceptions of discrimination, an internal analysis that substituted participants' self-reports of discrimination for exclusion condition was also conducted."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"the vast majority of the black young adults who were excluded attributed this discrimination to their race and, as in study 1, were more likely to report substance use vulnerability, especially if they did not engage in ri affirmation."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"also, consistent with previous research, we found that attributing exclusion to prejudice does have negative effects and that ri can buffer these effects (branscombe et al., 1999; schmitt & branscombe, 2002)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"finally, the effects of ri affirmation and exclusion were the same when the exclusion condition was replaced with perceptions of discrimination, indicating that the attributions of discrimination are important and it is not just being excluded that has a negative effect."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,there was evidence that experimentally affirming ri can counteract the effect of racial discrimination on substance use vulnerability.
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"more specifically, results indicated that ri salience is malleable, interacts with the situation, and, in turn, has an impact on subsequent risk cognitions."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"in other words, not only is dispositional ri protective (study 1), but having black young adults affirm the importance of their racial group after experiencing discrimination is also protective, even when controlling for self-reported ri and selfesteem."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"thus, this study supports a basic tenet of self affirmation theory: affirming an important value can protect against perceived threat (sherman & cohen, 2006), a process that may enhance positive thoughts in dealing with experiences of discrimination."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"expanding on conceptual models in social psychology on rejection, we demonstrated that social exclusion (via cyberball) is associated with negative physical health (substance use) cognitions."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"it is likely that our participants perceived their exclusion to be unfair as there was no explicit reason for it, and perceived unfairness because of rejection is associated with anger and antisocial responses (smart richman & leary, 2009)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,these current studies provide experimental evidence that ri is protective against substance use risk among black young adults following a discrimination experience.
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"the pattern of results was consistent: discrimination, whether manipulated via imagining a discrimination scenario or via social exclusion during an interactive game, was associated with higher levels of substance use risk cognitions."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"ri is also associated with endorsement of black cultural norms, which emphasize bonds with one's family and racial group and, in turn, enhance feelings of belonging and social support (boyd-franklin, 2003; phinney, 1990)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"black cultural norms are associated with a set of substance use beliefs that protect black children from early use (johnson & johnson, 1999)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"in short, black young adults whose level of ri is high or made salient appear to be less negatively affected by racial discrimination."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,our results demonstrate that affirmations based within the same (vs. different) domain that is being threatened can be protective in some situations.
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"in addition, we found that having all participants affirm the same value can be effective against self-threats that cannot be changed (e.g., race) and against the negative effects of exclusion by other racial groups."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"experiencing discrimination has been shown to lead to greater affiliation with one's ethnic group (branscombe et al., 1999; sellers et al., 2003)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"however, some have suggested that a high level of ri may also lead to a tendency to perceive more discrimination (hall & carter, 2006; sellers et al., 2006)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"in addition, researchers have suggested that discrimination may have a more negative impact among those who report their group is more central to their identity (e.g., major, quinton, & schmader, 2003)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,these discrepancies may reflect study design and differences in measures of ri.
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"for example, research suggests that ri only enhances sensitivity to perceptions of discrimination in attributionally ambiguous situations (major et al., 2003)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"there is some evidence that feelings of belonging and connections to one's racial group may be more likely than other ri measures, such as racial centrality, to act as a buffer (e.g., burrow & ong, 2010; greene et al., 2006)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"we have also found that among black adolescents, ri is more protective against substance use in integrated environments, where perceived discrimination is higher."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,future research should examine whether young adults with low ri and those in more integrated environments are at higher risk when they are more assimilated into the mainstream and/or when they experience greater levels of discrimination.
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"it is also important to identify the potential of ri to moderate the relations among risk factors and risk cognitions, either through buffering against psychological or social risks or by enhancing promotive factors, such as academic orientation (brook et al., 1998)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"work by williams and colleagues has shown that exclusion by one's in-group can also produce psychological distress and perceptions of discrimination (goodwin et al., 2010; k. d. williams & carter-sowell, 2009)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"however, research has also shown that blacks are more likely to attribute (written) rejection by whites (vs. blacks) to discrimination (mendes, major, mccoy, & blascovich, 2008)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"our current research suggests that same-race exclusion is associated with distress and substance related cognitions, but at a lower level compared to exclusion by another race."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"promoting ri might reduce risk factors for drug use and enhance the effects of protective factors (brook et al., 1998)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"substance prevention programs, such as saaf, which encourage black adolescents to be proud of their race, in part, because black adolescents use substances less, can increase negative attitudes toward use and also decrease willingness and use (brody et al., 2004; gerrard et al., 2006)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"in addition, preventive interventions aimed at helping black parents prepare their children for difficulties they may face because of discrimination, while enhancing ri may help buffer the negative impact of discrimination on health (brody et al., 2004; fischer & shaw, 1999)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"although the impact of exclusion on psychological wellbeing is fairly well established (smart richman & leary, 2009), our findings suggest that social exclusion can also have potentially negative effects on the physical well-being of young adults."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"the findings that ri affirmation is protective against these negative effects implies that enhancing and discussing group-based identification can help reduce the pain and potential negative health consequences because of rejection from the majority (brondolo et al., 2009; schmitt & branscombe, 2002)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"everyone affirm the same value may be an effective, and potentially more feasible and realistic strategy, to use in future prevention and intervention efforts among those who share a common value or the same group identity."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"first, discriminatory experiences outside the lab may produce different reactions than they did in study 2. thus, it is unclear how strong the protective effects of ri would be in these situations."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"finally, our data do not allow us to conclude if ri affirmation was protective via increasing levels of ri, making ri salient, or enhancing positive feelings about the self and one's racial group."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,conclusion results across two studies provide experimental evidence that racial discrimination can have an important impact on the substance use vulnerability of black young adult substance users.
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"in addition, these results demonstrate that both self-reported and affirmed ri can be protective against explicit and more indirect measures of substance use cognitions, after experiencing racial discrimination."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,"this is important for several reasons, including the fact that blacks appear to suffer more negative consequences of substance use than do adults of other races, and these negative consequences may have a long-term impact on their health (e.g., french et al., 2002)."
/content/drive/MyDrive/Datasets/Third_dataset/stock-et-al-2011-racial-identification-racial-discrimination-and-substance-use-vulnerability-among-african-american.pdf,the two-way interactions were also significant when the discrimination condition was compared to just the control or just the stress condition.
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"in the present study, we sought to demonstrate that this decreased self-awareness among socially rejected individuals is: (a) primarily evident in social domains, as opposed to non-social domains and (b) accompanied by increased awareness of others' behavior."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"using a social memory paradigm, we found that rejected participants exhibited better memory for other-related social behaviors, but poorer memory for self-related social behaviors in comparison to accepted participants."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"this state of self-awareness can be aversive when there is a discrepancy between people's internal feelings and beliefs and their external behavior (davis & franzoi, 1991; duval & wicklund, 1972; silvia & gendolla, 2001)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"in a recent study, twenge, catanese, and baumeister (2003) proposed that social rejection can lead to the desire to avoid self-awareness because of the discrepancy generated between people's generally positive views of themselves (taylor & brown, 1988) and the experience of being rejected by others."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,this response is thought to be a defensive reaction to what would otherwise be an acutely distressing experience.
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,results revealed that participants in the rejection condition were significantly less likely to choose the chair that faced the mirror compared to participants in the other conditions.
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"this study provided evidence that social exclusion leads individuals to avoid awareness of the self, thereby relieving rejected individuals of a potentially unpleasant confrontation with their social shortcomings and failures."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"although avoidance of self-awareness may provide psychological refuge to the socially excluded, these individuals need to move forward and forge new social connections if they are to satisfy their fundamental need to belong (baumeister & leary, 1995)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"thus, an adaptive response to social inclusion threat may be two-pronged."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"individuals need to defend the self from the immediate pain of rejection (williams, 2009), while at the same time engaging the cognitive, emotional, and behavioral mechanisms that can aid in the formation and maintenance of social relationships."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,this has led to a dearth of studies that demonstrate both defensive and affiliative responses to the same exclusion experience.
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"such studies would help provide a more complete picture of the complex nature of reactions to exclusion and would also help answer the question of how individuals are able to regain inclusion despite behavior that would seem to work against that goal (e.g., aggression, anti-social behavior)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,s (2003) finding that social rejection leads to self-awareness avoidance and sought to demonstrate that rejection can lead to both a lack of self-awareness and increased other-awareness - a response likely to aid in re-establishing social connections.
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"thus, our primary hypothesis was that rejection would lead to both decreased awareness of the self and increased awareness of the behavior of others."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,rejected individuals avoid self-awareness because self-awareness would bring their social failure and its implications into relief.
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,this line of reasoning implies that rejected individuals are primarily motivated to avoid socially relevant aspects of the self and that non-social aspects of the self would not be threatening and therefore would not require avoidance.
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"by the same token, being attuned to the social behavior of others would be most useful in terms of ensuring social success."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"therefore, we predicted that rejection would increase awareness of the social behavior of others, but decrease awareness of the social behavior of the self."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,a benefit of using the social memory paradigm is that it allowed us to examine attunement to social versus non-social domains and use identical stimuli for the self and other target conditions.
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"an assumption of this paradigm is that the entries that are given greater attention and encoded more deeply are more likely to be recalled (craik & lockhart, 1972)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"because the rejection or target manipulations could have affected participants' memory by altering the perceived likelihood of the events or the difficulty of imagining them, the believability measure was analyzed in a target rejection anova."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"by not focusing on the self, one may simultaneously avoid the distress of social failure and free attentional resources for other purposes."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"dwelling on one's hurt feelings and shortcomings is not likely to improve one's chances of social success in the future; a focus on others and the social world, however, is an optimal strategy to gain insight and ensure future positive social interactions."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"thus, in addition to defensive self-awareness avoidance, we predicted that rejection would lead to heightened other awareness"
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,the study demonstrated that individuals presented with a non-self target displayed increased social memory after a rejection.
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"individuals presented with a self-target, on the other hand, exhibited the opposite pattern and displayed decreased social memory after rejection."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"thus, rejection appears to cause individuals to disengage from socially relevant aspects of the self potentially alleviating the distress caused by the rejection."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"in addition, rejection also leads to heightened attunement to socially relevant aspects of the environment thereby facilitating positive interactions in the future."
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,adaptive responses to social exclusion: social rejection improves detection of real and fake smiles.
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,getting a cue: the need to belong and enhanced sensitivity to social cues.
/content/drive/MyDrive/Datasets/Third_dataset/pdf41.pdf,"ostracism by a computer is sufficient to lower self-reported levels of belonging, control, self-esteem, and meaningful existence."
/content/drive/MyDrive/Datasets/Third_dataset/s00426-012-0476-2.pdf,it has been suggested that this reflects the existence of an interpersonal body representation (ibr) that allows us to represent the perceptual states and action possibilities of others.
